Code,Name,Population
E05011164,Rubery & Rednal,"10,315"
E05011165,Shard End,"12,303"
E05011166,Sheldon,"20,058"
E05011167,Small Heath,"21,991"
E05011168,Soho & Jewellery Quarter,"25,203"
E05011169,South Yardley,"10,690"
E05011170,Sparkbrook & Balsall Heath East,"27,223"
E05011171,Sparkhill,"21,545"
E05011172,Stirchley,"10,083"
E05011173,Stockland Green,"23,599"
E05011174,Sutton Four Oaks,"9,379"
E05011175,Sutton Mere Green,"10,191"
E05011176,Sutton Reddicap,"10,111"
E05011177,Sutton Roughley,"12,086"
E05011178,Sutton Trinity,"9,558"
E05011179,Sutton Vesey,"20,207"
E05011180,Sutton Walmley & Minworth,"16,371"
E05011181,Sutton Wylde Green,"9,320"
E05011182,Tyseley & Hay Mills,"11,680"
E05011183,Ward End,"13,723"
E05011184,Weoley & Selly Oak,"23,500"
E05011185,Yardley East,"11,196"
E05011186,Yardley West & Stechford,"13,538"
E05001218,Bablake,"17,223"
E05001219,Binley and Willenhall,"17,738"
E05001220,Cheylesmore,"15,716"
E05001221,Earlsdon,"15,413"
E05001222,Foleshill,"22,422"
E05001223,Henley,"21,310"
E05001224,Holbrook,"19,473"
E05001225,Longford,"20,218"
E05001226,Lower Stoke,"23,872"
E05001227,Radford,"20,052"
E05001228,St Michael's,"28,361"
E05001229,Sherbourne,"17,226"
E05001230,Upper Stoke,"19,448"
E05001231,Wainbody,"15,136"
E05001232,Westwood,"20,405"
E05001233,Whoberley,"15,440"
E05001234,Woodlands,"17,763"
E05001235,Wyken,"16,935"
E05001236,Amblecote,"12,880"
E05001237,Belle Vale,"14,209"
E05001238,Brierley Hill,"15,060"
E05001239,Brockmoor and Pensnett,"14,796"
E05001240,Castle and Priory,"16,984"
E05001241,Coseley East,"13,443"
E05001242,Cradley and Wollescote,"13,791"
E05001243,Gornal,"13,376"
E05001244,Halesowen North,"13,367"
E05001245,Halesowen South,"12,249"
E05001246,Hayley Green and Cradley South,"12,024"
E05001247,Kingswinford North and Wall Heath,"11,851"
E05001248,Kingswinford South,"12,649"
E05001249,Lye and Stourbridge North,"12,384"
E05001250,"Netherton, Woodside and St Andrews","15,001"
E05001251,Norton,"11,764"
E05001252,Pedmore and Stourbridge East,"12,327"
E05001253,Quarry Bank and Dudley Wood,"13,654"
E05001254,St James's,"14,210"
E05001255,St Thomas's,"16,374"
E05001256,Sedgley,"11,757"
E05001257,Upper Gornal and Woodsetton,"13,609"
E05001258,Wollaston and Stourbridge Town,"13,390"
E05001259,Wordsley,"12,442"
E05001260,Abbey,"12,040"
E05001261,Blackheath,"12,094"
E05001262,Bristnall,"12,467"
E05001263,Charlemont with Grove Vale,"12,687"
E05001264,Cradley Heath and Old Hill,"14,905"
E05001265,Friar Park,"12,790"
E05001266,Great Barr with Yew Tree,"13,430"
E05001267,Great Bridge,"14,459"
E05001268,Greets Green and Lyng,"14,683"
E05001269,Hateley Heath,"15,145"
E05001270,Langley,"14,081"
E05001271,Newton,"12,215"
E05001272,Old Warley,"12,759"
E05001273,Oldbury,"15,605"
E05001274,Princes End,"14,151"
E05001275,Rowley,"13,727"
E05001276,St Pauls,"16,811"
E05001277,Smethwick,"15,473"
E05001278,Soho and Victoria,"19,585"
E05001279,Tipton Green,"15,605"
E05001280,Tividale,"13,169"
E05001281,Wednesbury North,"13,288"
E05001282,Wednesbury South,"15,214"
E05001283,West Bromwich Central,"15,512"
E05001284,Bickenhill,"13,066"
E05001285,Blythe,"15,618"
E05001286,Castle Bromwich,"11,534"
E05001287,Chelmsley Wood,"13,301"
E05001288,Dorridge and Hockley Heath,"11,124"
E05001289,Elmdon,"12,422"
E05001290,Kingshurst and Fordbridge,"13,293"
E05001291,Knowle,"11,119"
E05001292,Lyndon,"13,920"
E05001293,Meriden,"12,722"
E05001294,Olton,"12,372"
E05001295,St Alphege,"13,289"
E05001296,Shirley East,"12,081"
E05001297,Shirley South,"12,227"
E05001298,Shirley West,"13,077"
E05001299,Silhill,"12,587"
E05001300,Smith's Wood,"12,925"
E05001301,Aldridge Central and South,"13,726"
E05001302,Aldridge North and Walsall Wood,"13,127"
E05001303,Bentley and Darlaston North,"14,264"
E05001304,Birchills Leamore,"15,907"
E05001305,Blakenall,"16,140"
E05001306,Bloxwich East,"13,176"
E05001307,Bloxwich West,"13,361"
E05001308,Brownhills,"13,481"
E05001309,Darlaston South,"17,434"
E05001310,Paddock,"13,283"
E05001311,Palfrey,"16,697"
E05001312,Pelsall,"11,406"
E05001313,Pheasey Park Farm,"11,532"
E05001314,Pleck,"16,168"
E05001315,Rushall-Shelfield,"12,432"
E05001316,St Matthew's,"16,960"
E05001317,Short Heath,"11,733"
E05001318,Streetly,"13,560"
E05001319,Willenhall North,"12,732"
E05001320,Willenhall South,"17,273"
E05001321,Bilston East,"15,783"
E05001322,Bilston North,"12,791"
E05001323,Blakenhall,"12,704"
E05001324,Bushbury North,"12,037"
E05001325,Bushbury South and Low Hill,"17,922"
E05001326,East Park,"12,809"
E05001327,Ettingshall,"16,974"
E05001328,Fallings Park,"12,295"
E05001329,Graiseley,"13,002"
E05001330,Heath Town,"14,837"
E05001331,Merry Hill,"12,451"
E05001332,Oxley,"12,506"
E05001333,Park,"12,634"
E05001334,Penn,"12,894"
E05001335,St Peter's,"13,538"
E05001336,Spring Vale,"12,582"
E05001337,Tettenhall Regis,"12,565"
E05001338,Tettenhall Wightwick,"10,719"
E05001339,Wednesfield North,"11,302"
E05001340,Wednesfield South,"11,915"
E05001341,Baildon,"16,054"
E05001342,Bingley,"18,221"
E05001343,Bingley Rural,"18,906"
E05001344,Bolton and Undercliffe,"17,620"
E05001345,Bowling and Barkerend,"22,670"
E05001346,Bradford Moor,"21,718"
E05001347,City,"23,496"
E05001348,Clayton and Fairweather Green,"18,131"
E05001349,Craven,"17,812"
E05001350,Eccleshill,"20,280"
E05001351,Great Horton,"18,963"
E05001352,Heaton,"19,660"
E05001353,Idle and Thackley,"17,326"
E05001354,Ilkley,"15,192"
E05001355,Keighley Central,"18,492"
E05001356,Keighley East,"17,177"
E05001357,Keighley West,"16,966"
E05001358,Little Horton,"21,884"
E05001359,Manningham,"20,588"
E05001360,Queensbury,"17,559"
E05001361,Royds,"17,845"
E05001362,Shipley,"15,769"
E05001363,Thornton and Allerton,"18,458"
E05001364,Toller,"20,767"
E05001365,Tong,"21,039"
E05001366,Wharfedale,"12,105"
E05001367,Wibsey,"15,966"
E05001368,Windhill and Wrose,"16,889"
E05001369,Worth Valley,"14,152"
E05001370,Wyke,"15,134"
E05001371,Brighouse,"10,895"
E05001372,Calder,"11,674"
E05001373,Elland,"12,056"
E05001374,Greetland and Stainland,"11,161"
E05001375,Hipperholme and Lightcliffe,"11,694"
E05001376,Illingworth and Mixenden,"12,585"
E05001377,Luddendenfoot,"9,977"
E05001378,Northowram and Shelf,"11,558"
E05001379,Ovenden,"12,786"
E05001380,Park,"15,744"
E05001381,Rastrick,"11,105"
E05001382,Ryburn,"11,654"
E05001383,Skircoat,"13,387"
E05001384,Sowerby Bridge,"12,044"
E05001385,Todmorden,"12,299"
E05001386,Town,"12,328"
E05001387,Warley,"13,881"
E05001389,Ashbrow,"20,317"
E05001390,Batley East,"18,774"
E05001391,Batley West,"20,119"
E05001392,Birstall and Birkenshaw,"16,997"
E05001393,Cleckheaton,"17,275"
E05001396,Dalton,"17,478"
E05001397,Denby Dale,"16,577"
E05001398,Dewsbury East,"20,131"
E05001399,Dewsbury South,"19,261"
E05001400,Dewsbury West,"21,468"
E05001401,Golcar,"18,710"
E05001402,Greenhead,"21,881"
E05001403,Heckmondwike,"18,127"
E05001405,Holme Valley South,"19,549"
E05001407,Lindley,"20,598"
E05001408,Liversedge and Gomersal,"19,433"
E05001409,Mirfield,"19,689"
E05001410,Newsome,"18,684"
E05008558,Almondbury,"17,711"
E05008559,Colne Valley,"17,617"
E05008560,Crosland Moor and Netherton,"19,826"
E05008561,Holme Valley North,"16,955"
E05008562,Kirkburton,"16,281"
E05011384,Ardsley & Robin Hood,"23,293"
E05011385,Armley,"26,553"
E05011387,Bramley & Stanningley,"24,034"
E05011388,Burmantofts & Richmond Hill,"28,376"
E05011389,Calverley & Farsley,"24,541"
E05011390,Chapel Allerton,"24,812"
E05011391,Cross Gates & Whinmoor,"24,894"
E05011394,Gipton & Harehills,"30,832"
E05011395,Guiseley & Rawdon,"24,663"
E05011396,Harewood,"18,649"
E05011397,Headingley & Hyde Park,"29,929"
E05011399,Hunslet & Riverside,"26,130"
E05011400,Killingbeck & Seacroft,"26,516"
E05011401,Kippax & Methley,"22,771"
E05011402,Kirkstall,"22,030"
E05011403,Little London & Woodhouse,"30,211"
E05011404,Middleton Park,"29,524"
E05011405,Moortown,"23,807"
E05011406,Morley North,"23,289"
E05011407,Morley South,"23,934"
E05011409,Pudsey,"25,337"
E05011410,Rothwell,"20,569"
E05011411,Roundhay,"23,835"
E05011413,Weetwood,"21,983"
E05011414,Wetherby,"21,641"
E05011547,Horsforth,"24,500"
E05011549,Otley & Yeadon,"22,655"
E05012647,Beeston & Holbeck,"26,444"
E05012648,Farnley & Wortley,"24,978"
E05012841,Adel & Wharfedale,"21,383"
E05012842,Alwoodley,"23,757"
E05013830,Garforth & Swillington,"20,941"
E05013831,Temple Newsam,"22,668"
E05001444,"Ackworth, North Elmsall and Upton","17,656"
E05001445,Airedale and Ferry Fryston,"16,159"
E05001446,Altofts and Whitwood,"19,363"
E05001447,Castleford Central and Glasshoughton,"16,659"
E05001448,"Crofton, Ryhill and Walton","15,769"
E05001449,Featherstone,"17,518"
E05001450,Hemsworth,"15,870"
E05001451,Horbury and South Ossett,"15,196"
E05001452,Knottingley,"14,299"
E05001453,Normanton,"17,363"
E05001454,Ossett,"16,478"
E05001455,Pontefract North,"19,304"
E05001456,Pontefract South,"15,332"
E05001457,South Elmsall and South Kirkby,"19,101"
E05001458,Stanley and Outwood East,"16,787"
E05001459,Wakefield East,"17,226"
E05001460,Wakefield North,"17,857"
E05001461,Wakefield Rural,"17,608"
E05001462,Wakefield South,"14,612"
E05001463,Wakefield West,"16,391"
E05001464,Wrenthorpe and Outwood West,"17,255"
E05001067,Birtley,"8,303"
E05001068,Blaydon,"9,833"
E05001069,Bridges,"8,914"
E05001071,Chowdene,"8,709"
E05001072,Crawcrook and Greenside,"9,046"
E05001073,Deckham,"9,533"
E05001074,Dunston and Teams,"8,547"
E05001075,Dunston Hill and Whickham East,"8,753"
E05001076,Felling,"8,886"
E05001077,High Fell,"9,260"
E05001078,Lamesley,"10,038"
E05001079,Lobley Hill and Bensham,"10,076"
E05001080,Low Fell,"8,395"
E05001081,Pelaw and Heworth,"8,694"
E05001082,"Ryton, Crookhill and Stella","8,800"
E05001083,Saltwell,"9,974"
E05001084,Wardley and Leam Lane,"7,787"
E05001085,Whickham North,"7,707"
E05001086,Whickham South and Sunniside,"8,099"
E05001087,Windy Nook and Whitehills,"9,484"
E05001088,Winlaton and High Spen,"8,534"
E05009313,Chopwell and Rowlands Gill,"8,807"
E09000001,City of London,"8,689"
E05014053,Abbey,"3,985"
E05014054,Alibon,"9,911"
E05014055,Barking Riverside,"9,922"
E05014056,Beam,"8,580"
E05014057,Becontree,"9,781"
E05014058,Chadwell Heath,"14,191"
E05014059,Eastbrook & Rush Green,"8,776"
E05014060,Eastbury,"15,515"
E05014061,Gascoigne,"10,772"
E05014062,Goresbrook,"13,106"
E05014063,Heath,"9,016"
E05014064,Longbridge,"13,343"
E05014065,Mayesbrook,"15,926"
E05014066,Northbury,"12,863"
E05014067,Parsloes,"15,238"
E05014068,Thames View,"5,974"
E05014069,Valence,"15,537"
E05014070,Village,"12,588"
E05014071,Whalebone,"13,690"
E05013628,Barnet Vale,"16,916"
E05013629,Brunswick Park,"16,229"
E05013630,Burnt Oak,"21,726"
E05013631,Childs Hill,"19,503"
E05013632,Colindale North,"11,951"
E05013633,Colindale South,"19,187"
E05013634,Cricklewood,"10,680"
E05013635,East Barnet,"18,021"
E05013636,East Finchley,"16,615"
E05013637,Edgware,"20,045"
E05013638,Edgwarebury,"12,142"
E05013639,Finchley Church End,"18,902"
E05013640,Friern Barnet,"19,332"
E05013641,Garden Suburb,"12,331"
E05013642,Golders Green,"14,731"
E05013643,Hendon,"21,989"
E05013644,High Barnet,"11,966"
E05013645,Mill Hill,"18,323"
E05013646,Totteridge & Woodside,"14,476"
E05013647,Underhill,"12,443"
E05013648,West Finchley,"19,412"
E05013649,West Hendon,"17,310"
E05013650,Whetstone,"10,832"
E05013651,Woodhouse,"13,893"
E05011217,Barnehurst,"11,793"
E05011218,Belvedere,"17,643"
E05011219,Bexleyheath,"15,708"
E05011220,Blackfen & Lamorbey,"16,758"
E05011221,Blendon & Penhill,"15,665"
E05011222,Crayford,"16,293"
E05011223,Crook Log,"15,290"
E05011224,East Wickham,"15,894"
E05011225,Erith,"13,049"
E05011226,Falconwood & Welling,"16,589"
E05011227,Longlands,"10,070"
E05011228,Northumberland Heath,"11,180"
E05011229,St Mary's & St James,"10,786"
E05011230,Sidcup,"15,450"
E05011231,Slade Green & Northend,"12,698"
E05011232,Thamesmead East,"15,803"
E05011233,West Heath,"15,968"
E05013496,Alperton,"14,911"
E05013497,Barnhill,"11,407"
E05013498,Brondesbury Park,"13,400"
E05013499,Cricklewood & Mapesbury,"14,136"
E05013500,Dollis Hill,"21,863"
E05013501,Harlesden & Kensal Green,"19,991"
E05013502,Kenton,"17,799"
E05013503,Kilburn,"17,084"
E05013504,Kingsbury,"11,114"
E05013505,Northwick Park,"12,453"
E05013506,Preston,"12,573"
E05013507,Queens Park,"17,155"
E05013508,Queensbury,"17,196"
E05013509,Roundwood,"16,719"
E05013510,Stonebridge,"20,269"
E05013511,Sudbury,"13,840"
E05013512,Tokyngton,"10,021"
E05013513,Welsh Harp,"17,863"
E05013514,Wembley Central,"17,888"
E05013515,Wembley Hill,"15,084"
E05013516,Wembley Park,"7,507"
E05013517,Willesden Green,"18,975"
E05013987,Beckenham Town & Copers Cope,"16,316"
E05013988,Bickley & Sundridge,"17,807"
E05013989,Biggin Hill,"10,729"
E05013990,Bromley Common & Holwood,"18,841"
E05013991,Bromley Town,"15,280"
E05013992,Chelsfield,"11,264"
E05013993,Chislehurst,"15,569"
E05013994,Clock House,"17,354"
E05013995,Crystal Palace & Anerley,"11,876"
E05013996,Darwin,"5,740"
E05013997,Farnborough & Crofton,"17,731"
E05013998,Hayes & Coney Hall,"15,955"
E05013999,Kelsey & Eden Park,"15,424"
E05014000,Mottingham,"11,409"
E05014001,Orpington,"11,976"
E05014002,Penge & Cator,"18,917"
E05014003,Petts Wood & Knoll,"17,391"
E05014004,Plaistow,"13,477"
E05014005,Shortlands & Park Langley,"16,229"
E05014006,St Mary Cray,"18,427"
E05014007,St Paul's Cray,"17,374"
E05014008,West Wickham,"14,813"
E05013652,Belsize,"12,352"
E05013653,Bloomsbury,"11,042"
E05013654,Camden Square,"7,636"
E05013655,Camden Town,"6,444"
E05013656,Fortune Green,"11,508"
E05013657,Frognal,"7,734"
E05013658,Gospel Oak,"11,638"
E05013659,Hampstead Town,"8,091"
E05013660,Haverstock,"12,144"
E05013661,Highgate,"10,281"
E05013662,Holborn & Covent Garden,"10,359"
E05013663,Kentish Town North,"7,131"
E05013664,Kentish Town South,"10,380"
E05013665,Kilburn,"11,988"
E05013666,King's Cross,"11,481"
E05013667,Primrose Hill,"12,690"
E05013668,Regent's Park,"11,955"
E05013669,St Pancras & Somers Town,"12,596"
E05013670,South Hampstead,"12,256"
E05013671,West Hampstead,"11,262"
E05011462,Addiscombe East,"11,429"
E05011463,Addiscombe West,"16,174"
E05011464,Bensham Manor,"16,993"
E05011465,Broad Green,"20,051"
E05011466,Coulsdon Town,"15,498"
E05011467,Crystal Palace & Upper Norwood,"16,285"
E05011468,Fairfield,"15,188"
E05011469,Kenley,"11,013"
E05011470,New Addington North,"10,884"
E05011471,New Addington South,"11,434"
E05011472,Norbury & Pollards Hill,"12,196"
E05011473,Norbury Park,"10,895"
E05011474,Old Coulsdon,"10,104"
E05011475,Park Hill & Whitgift,"5,769"
E05011476,Purley & Woodcote,"15,237"
E05011477,Purley Oaks & Riddlesdown,"9,782"
E05011478,Sanderstead,"15,908"
E05011479,Selhurst,"13,081"
E05011480,Selsdon & Addington Village,"10,032"
E05011481,Selsdon Vale & Forestdale,"10,009"
E05011482,Shirley North,"15,478"
E05011483,Shirley South,"10,661"
E05011484,South Croydon,"18,045"
E05011485,South Norwood,"16,507"
E05011486,Thornton Heath,"17,865"
E05011487,Waddon,"18,713"
E05011488,West Thornton,"18,751"
E05011489,Woodside,"16,709"
E05013518,Central Greenford,"14,367"
E05013519,Dormers Wells,"15,573"
E05013520,Ealing Broadway,"13,871"
E05013521,Ealing Common,"15,903"
E05013522,East Acton,"15,219"
E05013523,Greenford Broadway,"17,287"
E05013524,Hanger Hill,"17,034"
E05013525,Hanwell Broadway,"15,215"
E05013526,Lady Margaret,"15,720"
E05013527,North Acton,"19,120"
E05013528,North Greenford,"15,662"
E05013529,North Hanwell,"15,119"
E05013530,Northfield,"14,239"
E05013531,Northolt Mandeville,"17,486"
E05013532,Northolt West End,"16,624"
E05013533,Norwood Green,"16,111"
E05013534,Perivale,"16,202"
E05013535,Pitshanger,"15,083"
E05013536,South Acton,"16,724"
E05013537,Southall Broadway,"10,927"
E05013538,Southall Green,"15,653"
E05013539,Southall West,"6,626"
E05013540,Southfield,"16,407"
E05013541,Walpole,"14,590"
E05013672,Arnos Grove,"8,203"
E05013673,Bowes,"10,797"
E05013674,Brimsdown,"16,289"
E05013675,Bullsmoor,"11,495"
E05013676,Bush Hill Park,"12,744"
E05013677,Carterhatch,"12,344"
E05013678,Cockfosters,"10,669"
E05013679,Edmonton Green,"17,010"
E05013680,Enfield Lock,"17,706"
E05013681,Grange Park,"9,417"
E05013682,Haselbury,"18,169"
E05013683,Highfield,"9,313"
E05013684,Jubilee,"16,656"
E05013685,Lower Edmonton,"16,554"
E05013686,New Southgate,"11,865"
E05013687,Oakwood,"8,753"
E05013688,Palmers Green,"10,968"
E05013689,Ponders End,"13,668"
E05013690,Ridgeway,"12,540"
E05013691,Southbury,"15,902"
E05013692,Southgate,"14,474"
E05013693,Town,"13,495"
E05013694,Upper Edmonton,"16,628"
E05013695,Whitewebbs,"13,870"
E05013696,Winchmore Hill,"10,347"
E05014072,Abbey Wood,"17,659"
E05014073,Blackheath Westcombe,"15,149"
E05014074,Charlton Hornfair,"12,333"
E05014075,Charlton Village & Riverside,"10,571"
E05014076,East Greenwich,"14,428"
E05014077,Eltham Page,"9,822"
E05014078,Eltham Park & Progress,"10,890"
E05014079,Eltham Town & Avery Hill,"15,843"
E05014080,Greenwich Creekside,"10,906"
E05014081,Greenwich Park,"10,647"
E05014082,Greenwich Peninsula,"11,338"
E05014083,Kidbrooke Park,"10,120"
E05014084,Kidbrooke Village & Sutcliffe,"6,060"
E05014085,Middle Park & Horn Park,"9,569"
E05014086,"Mottingham, Coldharbour & New Eltham","14,610"
E05014087,Plumstead & Glyndon,"22,086"
E05014088,Plumstead Common,"15,132"
E05014089,Shooters Hill,"11,866"
E05014090,Thamesmead Moorings,"12,411"
E05014091,West Thamesmead,"11,715"
E05014092,Woolwich Arsenal,"11,994"
E05014093,Woolwich Common,"12,738"
E05014094,Woolwich Dockyard,"11,650"
E05009367,Brownswood,"8,974"
E05009368,Cazenove,"15,303"
E05009369,Clissold,"12,570"
E05009370,Dalston,"8,870"
E05009371,De Beauvoir,"9,291"
E05009372,Hackney Central,"12,809"
E05009373,Hackney Downs,"12,932"
E05009374,Hackney Wick,"12,416"
E05009375,Haggerston,"14,547"
E05009376,Homerton,"13,986"
E05009377,Hoxton East & Shoreditch,"11,728"
E05009378,Hoxton West,"13,714"
E05009379,King's Park,"13,155"
E05009380,Lea Bridge,"14,201"
E05009381,London Fields,"12,798"
E05009382,Shacklewell,"9,077"
E05009383,Springfield,"15,501"
E05009384,Stamford Hill West,"10,327"
E05009385,Stoke Newington,"13,536"
E05009386,Victoria,"12,282"
E05009387,Woodberry Down,"12,065"
E05013733,Addison,"7,660"
E05013734,Avonmore,"7,488"
E05013735,Brook Green,"8,304"
E05013736,College Park & Old Oak,"9,982"
E05013737,Coningham,"10,534"
E05013738,Fulham Reach,"12,281"
E05013739,Fulham Town,"7,360"
E05013740,Grove,"7,331"
E05013741,Hammersmith Broadway,"7,833"
E05013742,Lillie,"6,734"
E05013743,Munster,"12,184"
E05013744,Palace & Hurlingham,"11,280"
E05013745,Parsons Green & Sandford,"7,711"
E05013746,Ravenscourt,"6,955"
E05013747,Sands End,"11,069"
E05013748,Shepherd's Bush Green,"5,519"
E05013749,Walham Green,"7,941"
E05013750,Wendell Park,"7,409"
E05013751,West Kensington,"9,271"
E05013752,White City,"10,442"
E05013753,Wormholt,"8,022"
E05013585,Alexandra Park,"8,853"
E05013586,Bounds Green,"9,761"
E05013587,Bruce Castle,"13,514"
E05013588,Crouch End,"12,946"
E05013589,Fortis Green,"12,548"
E05013590,Harringay,"14,526"
E05013591,Hermitage & Gardens,"8,484"
E05013592,Highgate,"12,815"
E05013593,Hornsey,"14,988"
E05013594,Muswell Hill,"8,822"
E05013595,Noel Park,"13,740"
E05013596,Northumberland Park,"14,805"
E05013597,St Ann's,"10,606"
E05013598,Seven Sisters,"9,268"
E05013599,South Tottenham,"16,741"
E05013600,Stroud Green,"10,751"
E05013601,Tottenham Central,"14,765"
E05013602,Tottenham Hale,"12,216"
E05013603,West Green,"15,034"
E05013604,White Hart Lane,"13,859"
E05013605,Woodside,"15,275"
E05013542,Belmont,"9,028"
E05013543,Canons,"9,712"
E05013544,Centenary,"15,074"
E05013545,Edgware,"15,721"
E05013546,Greenhill,"10,947"
E05013547,Harrow on the Hill,"10,754"
E05013548,Harrow Weald,"14,427"
E05013549,Hatch End,"9,848"
E05013550,Headstone,"14,872"
E05013551,Kenton East,"13,671"
E05013552,Kenton West,"9,991"
E05013553,Marlborough,"11,967"
E05013554,North Harrow,"8,990"
E05013555,Pinner,"13,149"
E05013556,Pinner South,"15,699"
E05013557,Rayners Lane,"9,131"
E05013558,Roxbourne,"9,905"
E05013559,Roxeth,"15,872"
E05013560,Stanmore,"13,608"
E05013561,Wealdstone North,"10,491"
E05013562,Wealdstone South,"7,962"
E05013563,West Harrow,"10,340"
E05013967,Beam Park,"4,911"
E05013968,Cranham,"12,950"
E05013969,Elm Park,"16,644"
E05013970,Emerson Park,"9,557"
E05013971,Gooshays,"17,796"
E05013972,Hacton,"8,565"
E05013973,Harold Wood,"13,820"
E05013974,Havering-atte-Bower,"16,286"
E05013975,Heaton,"17,190"
E05013976,Hylands & Harrow Lodge,"13,747"
